"";"COD6D";"benf_plano_media";"benf_plano_mediana"
"5250";"330520";10333,75;10297,5
"5251";"510250";7416,5;7490
"5252";"521190";14358;14378
"5253";"293290";3532,75;3542,5
"5254";"110002";5417;5392,5
"5255";"313240";35292,5;35421
"5256";"292870";8009,5;7993,5
"5257";"150730";231,25;235
"5258";"352670";29469,25;29494,5
"5259";"313820";34674;34616
"5260";"150180";931,25;929
"5261";"521150";10004,5;10394,5
"5262";"411950";11155,75;11151,5
"5263";"310400";27478,25;27361,5
"5264";"260005";12016,25;12054,5
"5265";"330030";20052;20539,5
"5266";"280350";4560;4616,5
"5267";"521523";2740,25;2750
"5268";"350400";17172,75;17171,5
"5269";"430930";27990;27969
"5270";"330227";5563,5;5529,5
"5271";"330220";15175,25;15191,5
"5272";"430700";20989,25;21020
"5273";"230550";4639,75;4609,5
"5274";"410370";19582,25;19649,5
"5275";"150810";4046;4041
"5276";"313420";28797,25;29323,5
"5277";"421870";27760,75;27535
"5278";"150360";1631,25;1632,5
"5279";"150550";10154,5;9969,5
"5280";"150060";3680,5;3693
"5281";"250180";4189,5;4237
"5282";"150130";16422,5;16437
"5283";"210120";2324;2336,5
"5284";"520800";5176,25;5178,5
"5285";"291072";15688,5;15681
"5286";"251080";5192,25;5192,5
"5287";"412810";13632,5;13539
"5288";"314390";20607;20036,5
"5289";"351050";29611,5;29663
"5290";"160060";7220,25;7242,5
"5291";"352340";45152;45429,5
"5292";"316990";47228;47289
"5293";"500830";21788,25;21718
"5294";"260680";9254,25;9080,5
"5295";"130340";786;783,5
"5296";"261370";6690,75;6620
"5297";"353470";19828,75;19695
"5298";"410040";13940,5;14027
"5299";"311940";27948,5;27891
"5300";"500320";15007,25;15006,5
"5301";"210005";8346,5;8328,5
"5302";"410150";14416,25;14428,5
"5303";"522140";8493,75;8457
"5304";"317120";18527,5;18515,5
"5305";"210750";5316;5310,5
"5306";"320240";24505;24548,5
"5307";"420290";29175;29162,5
"5308";"354520";34160,75;33896,5
"5309";"330452";25961;25848,5
"5310";"353980";29639,75;29666,5
"5311";"314790";20511,75;20583,5
"5312";"355620";57802;58099
"5313";"355650";51202,75;51777,5
"5314";"430210";41074,5;41136
"5315";"355400";30581,5;29995
"5316";"420200";30800,75;30809,5
"5317";"150442";4477,75;4381
"5318";"352500";36058,75;36262
"5319";"292400";11493;11532,5
"5320";"350650";26529,25;26455
"5321";"355700";41135,25;41140
"5322";"354730";49119,5;49499,5
"5323";"320490";21215,75;21296
"5324";"330200";25591,25;25501,5
"5325";"313170";59688,25;59782,5
"5326";"310350";23573,5;23681,5
"5327";"355170";56042,25;56158
"5328";"320150";33935,5;33853,5
"5329";"330020";18599,75;18444
"5330";"351840";30918;30890
"5331";"350550";31629;31720
"5332";"410420";22357,25;22464
"5333";"351110";42123,5;42164
"5334";"354330";56169,25;56198,5
"5335";"510790";12503,5;12341,5
"5336";"150170";1809,25;1811,5
"5337";"230770";4837,5;4853
"5338";"230640";1776,75;1712
"5339";"311830";46428,75;46421,5
"5340";"110012";9676,5;9329
"5341";"430160";7702,75;7671,5
"5342";"411915";37556,75;38041
"5343";"210330";1564;1568,5
"5344";"293070";21776,5;21628
"5345";"430310";35897;36007,5
"5346";"431680";28286;28320,5
"5347";"351350";60067,5;61979
"5348";"350330";60773,75;62166
"5349";"410180";60043,5;60547,5
"5350";"412770";41621,25;41674,5
"5351";"330420";36873,25;36900
"5352";"251370";6777,25;6732,5
"5353";"150210";961,25;969
"5354";"410140";15559,5;15569
"5355";"230420";11114,5;11080
"5356";"317070";52458,25;52480
"5357";"432240";7812,25;7751
"5358";"315670";31019,5;30905,5
"5359";"310560";35344,25;35417
"5360";"350410";61774,5;62230,5
"5361";"292530";7598;7564,5
"5362";"350750";43709,25;43788
"5363";"330270";23019,25;23002
"5364";"260600";16446;16694
"5365";"261640";10097,25;10417
"5366";"315250";46489;48129
"5367";"432000";38900,5;39044,5
"5368";"352530";22707;22777,5
"5369";"351640";34462,5;34941
"5370";"522185";9604,75;9604
"5371";"316860";23407;23380,5
"5372";"353070";58359;58267
"5373";"421190";25057,75;25001
"5374";"290320";9697,5;9736
"5375";"330414";23690,25;23650,5
"5376";"293135";26268,5;26095
"5377";"314800";28607;28650,5
"5378";"411820";35881,75;35529
"5379";"150010";6895,75;6856
"5380";"320320";30869,25;31040
"5381";"290070";18978,5;18976
"5382";"420890";49522,75;49598
"5383";"352230";27021,25;26864,5
"5384";"260345";19894,75;19758,5
"5385";"220770";8894,75;8777,5
"5386";"350760";57397,25;57372
"5387";"353800";44095,75;43307
"5388";"354880";134239;134668,5
"5389";"170210";8729,25;8762,5
"5390";"291800";13500,5;13460,5
"5391";"315180";86097,75;86199,5
"5392";"352220";35983;35851,5
"5393";"150553";63795;62560,5
"5394";"352390";67149,25;67459
"5395";"351630";31480,25;31460
"5396";"210300";5295,25;5286,5
"5397";"211220";8637,75;8490
"5398";"420930";36602,5;36000,5
"5399";"330320";41510,75;41573,5
"5400";"312980";35618,25;35785,5
"5401";"520025";2893;2903
"5402";"280480";9538,5;9468,5
"5403";"211120";4948,25;4867,5
"5404";"291920";40912,25;40955,5
"5405";"330580";39272,75;39310,5
"5406";"410940";21629,75;21680,5
"5407";"351570";30386;30467
"5408";"330285";21308;21248,5
"5409";"330010";39394,5;39317,5
"5410";"150240";12819;12813
"5411";"521250";24508;25053,5
"5412";"521880";43439,5;43224,5
"5413";"330040";50772,5;50722
"5414";"354580";73220,25;73320,5
"5415";"350280";51036,75;51009,5
"5416";"330340";46528;46483,5
"5417";"420820";49654,25;49677,5
"5418";"420420";37684,5;37969,5
"5419";"291360";17444,25;17455
"5420";"431410";31831;31812,5
"5421";"260290";24568;24691
"5422";"330070";27324,75;27217,5
"5423";"354390";80279,75;80813,5
"5424";"231290";16163;15986,5
"5425";"320120";50031,25;49723,5
"5426";"420460";48637;48746
"5427";"351907";58731,75;58880
"5428";"510760";29621,25;28880,5
"5429";"430060";36391,5;36307,5
"5430";"500370";41789,5;41705
"5431";"431560";49486;49360,5
"5432";"291840";22371,5;22239
"5433";"352250";53803,75;53816
"5434";"351300";78089;78114,5
"5435";"352050";84870,5;84305
"5436";"240325";42313;42424
"5437";"315780";45345;45262
"5438";"291480";31628,25;31532
"5439";"330240";103762,25;103644
"5440";"354140";75083,75;74788
"5441";"350320";107669,5;107702,5
"5442";"230765";40376,25;40204
"5443";"421660";68004,75;67816,5
"5444";"350160";125657,5;125892
"5445";"352440";96920,25;97139
"5446";"410580";35914,25;36035,5
"5447";"312230";116132,25;116281
"5448";"270030";12911;12945
"5449";"431870";78256,5;78182
"5450";"316720";76277;76662
"5451";"352900";71501,75;71576
"5452";"330190";31492,75;30951
"5453";"354890";87765,5;87781,5
"5454";"330250";28321,25;28296
"5455";"172100";36524,5;36509
"5456";"150420";25498;25422
"5457";"431340";81933,5;82072,5
"5458";"432300";42265;42109
"5459";"313130";82062,75;82188,5
"5460";"351500";68511,25;68110,5
"5461";"350570";143361,5;143361,5
"5462";"355240";85979,25;86457
"5463";"290570";62490,25;62780
"5464";"355280";80092,75;79662
"5465";"210530";28303,75;28419
"5466";"230730";16792;16734
"5467";"510840";32087,5;32169,5
"5468";"430920";70147,75;70329,5
"5469";"410830";43634,5;43579,5
"5470";"330630";114189,25;113691,5
"5471";"240800";54383,5;54611,5
"5472";"431690";57984,25;57970
"5473";"354100";78508,5;78803
"5474";"355250";75552;76251,5
"5475";"312770";66760,75;66603,5
"5476";"412550";98565,5;96920,5
"5477";"352690";123612,25;124130,5
"5478";"355410";110315;110127,5
"5479";"140010";25979,5;25404
"5480";"410480";60835,25;60879,5
"5481";"351870";107064,5;107235
"5482";"261110";50601,5;50220,5
"5483";"150680";20050,25;19999,5
"5484";"330390";93682;94643
"5485";"317010";85827,75;86169,5
"5486";"315460";44785,25;44677
"5487";"261070";53849,75;53828
"5488";"293330";38209;37990,5
"5489";"420240";103650,25;103632
"5490";"411990";73422;73578,5
"5491";"260410";55213,5;55146,5
"5492";"351620";106546,25;106766
"5493";"352310";62008,5;62195
"5494";"430460";102227,75;102061
"5495";"230370";22228,25;21890,5
"5496";"320530";249526,75;249512,5
"5497";"431440";49430,75;49275
"5498";"355100";126513,75;126620,5
"5499";"520110";48744,75;48770,5
"5500";"120040";40177,5;40156
"5501";"350600";142921,5;142772,5
"5502";"320130";106961,5;107374
"5503";"411520";154254,75;153847,5
"5504";"314330";69981,25;70163,5
"5505";"353870";187486,5;187565
"5506";"351060";138714;139161
"5507";"352590";259596,5;260609,5
"5508";"260960";101440,25;101274,5
"5509";"310670";130352,5;130948
"5510";"250400";74015,25;74094
"5511";"351380";191359,75;191000,5
"5512";"353060";159669,75;160148
"5513";"160030";54012,25;54090
"5514";"354980";179946,75;179723
"5515";"320500";163288,75;164553,5
"5516";"320520";208556,25;208913
"5517";"352940";173495,25;173829,5
"5518";"354850";273918;273306
"5519";"420540";203954,25;204360,5
"5520";"110020";84114,5;83427,5
"5521";"430510";270735,75;270946
"5522";"520140";50693,75;50596
"5523";"330510";91883,75;93643
"5524";"330100";104693;104867
"5525";"330045";73916,25;74077
"5526";"150080";76130,25;75641,5
"5527";"330330";300113,25;301127
"5528";"411370";161957,75;162447,5
"5529";"420910";192938,5;192668
"5530";"313670";196797;197473,5
"5531";"510340";164550;163640,5
"5532";"291080";87782,75;87634
"5533";"280030";183795,75;183279
"5534";"355220";249847,75;249175
"5535";"311860";253573,75;252833,5
"5536";"317020";220098,25;221189,5
"5537";"354340";259878;260003,5
"5538";"354990";333223;333520
"5539";"260790";145395;145485
"5540";"353440";333618,5;333121,5
"5541";"354780";393363,5;392202,5
"5542";"250750";181137,75;181312,5
"5543";"354870";430344,25;431487,5
"5544";"500270";186085,5;183379
"5545";"330350";157995,5;158188,5
"5546";"240810";282428,5;282230
"5547";"221100";176517;175696,5
"5548";"330170";187349,25;187382
"5549";"270430";228897;229002,5
"5550";"330490";248022,75;249660
"5551";"211130";217335;216004,5
"5552";"350950";572223,75;573414,5
"5553";"351880";564539,5;568902,5
"5554";"520870";325158,75;324019,5
"5555";"150140";390839,5;390327
"5556";"431490";686661,25;689784
"5557";"261160";637670,25;639022,5
"5558";"410690";938734;940115,5
"5559";"130260";416122,25;413977,5
"5560";"310620";1213278,5;1211100
"5561";"230440";756004,5;754247,5
"5562";"530010";637465,75;636668
"5563";"292740";719521,5;720425,5
"5564";"330455";3264610,75;3274381,5
"5565";"355030";6153451,25;6142371,5
